name,description,model,chassis,type,year,price,image,manufacturer_id,mechanical_details.engine,mechanical_details.cylinders,mechanical_details.fuel,mechanical_details.mileage,mechanical_details.transmission,mechanical_details.drivetrain,body_details.trim,body_details.doors,body_details.exterior_color,body_details.interior_color
RAM 2500 Tradesman 4x4 Crew Cab 8 Box,"Keyless Start, iPod/MP3 Input, Back-Up Camera. Bright White Clearcoat exterior and Diesel Gray/Black interior, Tradesman trim READ MORE!KEY FEATURES INCLUDE4x4, Back-Up Camera, iPod/MP3 Input, Trailer Hitch, Keyless Start MP3 Player, Privacy Glass, Child Safety Locks, Electronic Stability Control, Brake Assist. OPTION PACKAGESENGINE: 6.7L I6 CUMMINS TURBO DIESEL Selective Catalytic Reduction (Urea), Dual 730 Amp Maintenance Free Batteries, Cummins Turbo Diesel Badge, Heavy Duty Engine Cooling, Tow Hooks, Diesel Exhaust Brake, Supplemental Heater, Front Bumper Sight Shields, Capless Fuel Fill w/o Discriminator, CHROME APPEARANCE GROUP Bright Rear Bumper, Chrome Grille Surround, Matte Black Mesh Grille w/Chrome, Chrome Headlamp Bezels, 18 Steel Spare Wheel, Wheels: 18 x 8.0 Steel Chrome Clad, Tires: LT275/70R18E BSW AS, Bright Front Bumper, RADIO: UCONNECT 5 W W/8.4 DISPLAY Google Android Auto®, Selectable Tire Fill Alert, Bluetooth® Handsfree Phone & Audio, SiriusXM Satellite Radio, For Details, Visit DriveUconnect.com, Integrated Center Stack Radio, For More Info, Call 800-643-2112, Connectivity - US/Canada, 4G LTE Wi-Fi Hot Spot, All Radio Equipped Vehicles, All R1 Low Radios, 8.4 Touchscreen Display, Apple CarPlay®, ANTI-SPIN DIFFERENTIAL REAR AXLE, POWER HEATED FOLD TELESCOPE MIRRORS Exterior Mirrors w/Heating Element, Forward & Reverse Utility Lights, Mirror Running Lights, Exterior Mirrors w/Supplemental Signals, Power Adjust Mirrors, Exterior Mirrors Courtesy Lamps, Power Telescoping Mirrors, Auto Power-Folding Mirrors, Power Adjustable Convex Aux Mirrors, TRANSMISSION: 6-SPEED AUTOMATIC (68RFE) Urethane Shift Control. BUY FROM AN AWARD WINNING DEALERVisit All American Chrysler Jeep Dodge of San Angelo today at 4310 Sherwood Way, San Angelo TX and experience our high-standard, pressure-free approach for yourself. As hundreds of drivers in the greater San Angelo area already have, youre certain to see the difference immediately. Plus TT&L and fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    The prices shown above may vary from region to region as new vehicle incentives may depend on buyer's residence.",2500,Pickup Truck,New,2024,61481.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17976,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,15.0,6-Speed A/T,Four-wheel Drive,Tradesman 4x4 Crew Cab 8 Box,4,Bright White Clearcoat,Diesel Gray/Black
Audi A3 Premium,"Convenience Package,Florett Silver Metallic,Sun/Moonroof,Leather Seats,Audi Guard All-Weather Floor Mats,Keyless Start,Black/Rock Gray Stitching; Leather Seating Surfaces",A3,Sedan,New,2024,39375.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17981,16V GDI DOHC Turbo,4,Gasoline,76.0,7-Speed Automatic with Auto-Shift,Front-wheel Drive,Premium,4,Florett Silver Metallic,Black
Ford F-150 STX,"2024 Ford F-150 STX Oxford White Located on the banks of the mighty Mississippi River in Hannibal, Mo; Tom Boland Ford is proud to be one of the premier dealerships in the Tri-State area serving Hannibal, MO, Quincy, Il, Keokuk IA, Troy, Mo and the surrounding area. From the moment you walk into our showroom, you'll know our commitment to Customer Service is second to none. We strive to make your experience with Tom Boland Ford a good one for the life of your vehicle. Whether you are looking to purchase or lease. Tom Boland Ford is located at 9699 Highway 168, Hannibal, MO 63401. Additional cities we serve include Mexico, MO, Bowling Green MO, Kirksville, Macomb IL, Fort Madison, IA, Fulton MO, Wentzville MO, Columbia MO, Saint Peters, Saint Charles, Bridgeton, Hazlewood, Maryland Heights, and Saint Ann, Missouri. Come in today and take advantage of the benefits of purchasing your next vehicle at Tom Boland Ford. Call 888-580-0966 for your No-Obligation Internet Price Quote from our Internet Department.",F-150,Pickup Truck,New,2024,45605.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17978,24V PDI DOHC Twin Turbo,6,Gasoline,8.0,Automatic,Four-wheel Drive,STX,4,Oxford White,Black
Nissan Kicks S,"Vehicle DetailsLooking for a reliable and stylish compact SUV? Look no further than this 2024 Nissan Kicks S with front-wheel drive and a powerful L4, 1.6L engine. Perfect for city driving and weekend adventures, this vehicle is sure to impress.  Stay connected on the go with Hands-Free Bluetooth, Apple CarPlay, and Android Auto, allowing you to easily access your favorite apps and music. Stay safe on the road with Lane Departure Warning and a Back-Up Camera, giving you added peace of mind.  With its sleek design and spacious interior, this Nissan Kicks S is the perfect blend of style and functionality. Whether you're running errands around town or heading out on a road trip, this vehicle is up for the challenge.  Don't miss out on this opportunity to own a top-rated SUV at an unbeatable price. Visit our dealership today to test drive this 2024 Nissan Kicks S and experience the ultimate driving experience for yourself.EquipmentThe rear parking assist technology on this vehicle will put you at ease when reversing.  The system alerts you as you get closer to an obstruction. Apple CarPlay: Seamless smartphone integration for this unit - stay connected and entertained on the go! See what's behind you with the back up camera on it. Bluetooth technology is built into it, keeping your hands on the steering wheel and your focus on the road. This unit's Lane Departure Warning keeps you safe by alerting you when you drift from your lane. The vehicle offers Android Auto for seamless smartphone integration. This small suv projects refinement with a racy metallic gray exterior. This small suv is front wheel drive. It has a L4, 1.6L high output engine. Maintaining a stable interior temperature in this small suv is easy with the climate control system. This unit is equipped with a gasoline engine. This vehicle features cruise control for long trips.PackagesInterior Electronics Package. Center Armrest with Storage. External Ground Lighting with Logo. Splash Guards Grain (4 Piece). Carpeted Floor Mats with Cargo Mat. Door Sill Plates. USB Charging Cable Set - Nissan. Equipment listed is based on original vehicle build and subject to change. Please confirm the accuracy of the included equipment by calling the dealer prior to purchase.Additional InformationWe understand car buying can be very stressful and take way too long! At Nissan of Gadsden we want to outperform any past experience you've had buying a vehicle. Incentives from the manufacturer vary by zip code, our prices are based on a zip code of 35901 and may vary as a result.
      
    Nissan of Gadsden prides itself on doing business the right way, that is why we will not be undersold on any new car. We can't wait to have you come in and experience how car buying should be. Stop on in today and mention Cars.com to get our best deal!",Kicks,SUV,New,2024,24305.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17977,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,15.0,CVT,Front-wheel Drive,S,4,Gun Metallic,Charcoal
Hyundai Tucson SEL,"Convenience Package,Sun/Moonroof,White Pearl,Carpeted Floor Mats,Cargo Cover,Front And Rear Mudguards,Cargo Tray,Lane Keeping Assist,Rear Bumper Applique,Keyless Start,Rear Spoiler,First Aid Kit,Gray; Seat Trim",Tucson,SUV,New,2024,32750.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17979,16V PDI DOHC,4,Gasoline,3425.0,8-Speed Automatic,Front-wheel Drive,SEL,4,White Pearl,Gray
Ford Explorer Platinum,"DON'T MISS THIS DEAL Call 941-475-5444 or Get an Out The Door Price by Clicking: Get Today's Price - Text Us or Chat Live with us ANYTIME for more Information and Availability.2025 Ford Explorer Platinum RWD 10-Speed AutomaticOnline price does not include dealer installed accessories and options, upgrades or up-fits. All prices are plus State tax, tag, title, $249 electronic filing, and $999 dealer documentation fee. This charge represents cost and profit to the dealer for items such as, inspecting, cleaning, adjusting vehicles and preparing documents related to the sale. Sales price applies to in-stock units only and includes all rebates and incentives including but not limited to trade in assist bonus and/or Ford Motor Financing incentive with approved credit. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any pricing errors or pricing and information omissions contained on these pages. Pictures and descriptions are for illustration purposes only. Please call or email the dealer for complete details, to verify availability and to verify all online information. Must finance with our captive lender to get advertised savings.
      
    Found what you're looking for? Great! Mention this Cars.com Ad and get -$50 off- and get your first oil change -FREE- for your new ride!",Explorer,SUV,New,2025,53915.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,"<dt>VIN</dt>
     1FMUK7HH1SGA05728",4,Gasoline,8.0,10-Speed Automatic,Rear-wheel Drive,Platinum,4,Star White Metallic Tri-Coat,Mojave Dusk/Onyx
Buick Enclave Premium,"WHY BUY FROM US?GMC dealer of the year 2 years in a row! Proudly serving the F-M area since 1957. Luther fair value pricing allows us to provide our clients the lowest possible price FIRST on all vehicles in stock. We will buy your vehicle even if you dont buy from us. At Family Buick GMC we are proud to offer competitive financing options, gas discounts at Holiday Station Stores, 5 day return or exchange policy and excellent service after the sale. Our factory trained technicians service all makes and models.OPTION PACKAGESEXPERIENCE BUICK PACKAGE includes (C3U) Power-sliding moonroof and (SUB) 20 polished aluminum wheels, TRAILERING PACKAGE, 5000 LBS. includes (V08) heavy-duty engine cooling system, (CTT) Hitch Guidance, (PZ8) Hitch Guidance with Hitch View and trailer hitch, LPO, WHEEL LOCKS, BLACK THATCHAM includes 4 locks and 1 key, AUDIO SYSTEM, 8 DIAGONAL BUICK INFOTAINMENT SYSTEM WITH NAVIGATION includes multi-touch display, AM/FM/SiriusXM stereo, Bluetooth® streaming audio for music and most phones, Android Auto® and Apple CarPlay® capability for compatible phones, advanced voice recognition, in-vehicle apps, personalized profiles for infotainment and vehicle settings (STD), ENGINE, 3.6L V6, SIDI, VVT STOP/START (310 hp [231 kW] @ 6800 rpm, 266 lb-ft of torque [359 N-m] @ 2800 rpm) (STD), TRANSMISSION, 9-SPEED AUTOMATIC (STD).Check whether a vehicle is subject to open recalls for safety issues at safercar.gov
      
    The Luther Advantage provides an assortment of valuable savings, advantages and guarantees. Prices Clearly Marked, Top Trade-in Values, Free Carfax and Clean Title Guarantee on every Used Vehicle, Comprehensive Inspections and Extended Warranty on Used Vehicles. Ask your sales consultant today if your vehicle qualifies for the Luther Advantage!",Enclave,SUV,New,2024,56872.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17984,24V GDI DOHC,6,Gasoline,0.0,9-Speed Automatic,All-wheel Drive,Premium,4,Ebony Twilight Metallic,Dark Galvanized
Chrysler Pacifica Limited,"$2,242 off MSRP! 2024 Chrysler Pacifica Limited Bright White Clearcoat AWD 3.6L V6 24V VVT 9-Speed 948TE Automatic 13 Speakers, 3.73 Axle Ratio, 360 Surround View Camera System, 3rd row seats: split-bench, 4-Wheel Disc Brakes, 7 & 4 Pin Trailer Tow Wiring Harness, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM 360L, Apple CarPlay/Android Auto, Audio memory, Auto-dimming Rear-View mirror, Automatic temperature control, AWD Suspension, Black Seats, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Driver's Seat Mounted Armrest, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Chrysler Connect, Engine Block Heater, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, Gloss Black Exterior Mirrors, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, Hitch w/2 Receiver, Illuminated entry, Integrated Active Noise Cancellation, Knee airbag, Low tire pressure warning, Memory seat, Nappa Leather Bucket Seats, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Parallel & Perpendicular Park Assist w/Stop, ParkSense Front/Rear Park Assist w/Stop, Passenger door bin, Passenger seat mounted armrest, Passenger vanity mirror, Pirelli Brand Tires, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Quick Order Package 27P, Radio data system, Radio: Uconnect 5 Nav w/10.1 Display, Rain sensing wipers, Rear air conditioning, Rear reading lights, Rear window defroster, Rear window wiper, Reclining 3rd row seat, Remote keyless entry, Safety Sphere, Security system, Speed control, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trailer Sway Damping, Trailer Tow Group, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, Voltmeter, Wheels: 18 x 7.5 Painted Aluminum Design 2. Call us at 907-276-1331 for any questions about features or availability of this vehicle.
      
    Largest Inventory of Chrysler, Dodge, Jeep, and RAM vehicles and the lowest prices in the State of Alaska.  Guaranteed.",Pacifica,Van,New,2024,55183.0,../static/img/vehicle_sample_van.png,66a2529221c4bf0e6fe1797c,24V MPFI DOHC,6,Gasoline,13.0,9-Speed Automatic,All-wheel Drive,Limited,4,Bright White Clearcoat,Black
Audi A5 Sportback S line Premium,"2024 Audi A5 Sportback Premium 24/32 City/Highway MPG10 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Anti-whiplash front head restraints, Audi Beam-Rings, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Audi connect CARE, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Garage door transmitter: HomeLink, Genuine wood console insert, Genuine wood dashboard insert, Genuine wood door panel insert, Heated door mirrors, Heated front seats, Heated Front Sport Seats, Heated steering wheel, Illuminated entry, Knee airbag, Leather Seating Surfaces, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power adjustable front head restraints, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Radio: Audi Sound System, Rain sensing wipers, Rear air conditioning, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, and Wheels: 18 5-Double-Spoke Design.
      
    The Warren Henry Advantage! This remarkable package of 9 valuable benefits comes with every vehicle we sell or lease, new or pre-owned. It includes: -complimentary lost key replacement -Pick up and delivery for any service -Dynamic wheel alloy wheel portection -Much More!",A5 Sportback,Hatchback,New,2024,52405.0,../static/img/vehicle_sample_hatchback.png,66a2529221c4bf0e6fe17981,16V GDI DOHC Turbo,4,Gasoline,10.0,7-Speed Automatic with Auto-Shift,All-wheel Drive,S line Premium,4,Glacier White Metallic,Black
Ford Edge SE,"Come in and drive this 2024Ford Edge This cost effective package will allow you the flexibility to drive a brand new, high quality SUV without going over budget! Call in to schedule a test drive today! Gene Steffy Ford 2215 East 23rd Street Columbus NE 68601 531-230-5172",Edge,SUV,New,2024,40260.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,16V GDI DOHC Turbo,4,Gasoline,3.0,8-Speed Automatic,All-wheel Drive,SE,4,Carbonized Gray Metallic,Ebony
Nissan Sentra SV,"Priced below KBB Fair Purchase Price! CVT with Xtronic, Charcoal Cloth, 16'' Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Blind Spot Warning, Body Colored Splash Guards (4-Piece), Brake assist, Bumpers: body-color, Carpeted Floor Mats w/Trunk Mat, Clear Rear Bumper Protector, Delay-off headlights, Door Sill Plates, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Leather steering wheel, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: AM/FM w/RDS/MP3/Aux-In, Rear anti-roll bar, Rear Parking Sensors, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Upgraded Cloth Seat Trim, Variably intermittent wipers, CVT with Xtronic, Charcoal Cloth. Gun Metallic 2024 Nissan Sentra SV30/40 City/Highway MPGFWDCVT with Xtronic2.0L I4 DOHC",Sentra,Sedan,New,2024,21637.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17977,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,4.0,Automatic,Front-wheel Drive,SV,4,Gun Metallic,Charcoal
GMC Sierra 3500 Denali,"Nav System, Heated/Cooled Leather Seats, LPO, HARD-FOLDING TONNEAU COVER, BY R... TECHNOLOGY PACKAGE, AUDIO SYSTEM, 13.4 DIAGONAL PREMIUM.. ENGINE, DURAMAX 6.6L TURBO-DIESEL V8... SUMMIT WHITE exterior and JET BLACK interior. READ MORE!======KEY FEATURES INCLUDE: Leather Seats, 4x4, Heated Driver Seat, Heated Rear Seat, Cooled Driver Seat, Running Boards, Premium Sound System, Satellite Radio, Onboard Communications System, Trailer Hitch, Remote Engine Start, Dual Zone A/C, WiFi Hotspot, Cross-Traffic Alert, Blind Spot Monitor. Keyless Entry, Privacy Glass, Steering Wheel Controls, Heated Mirrors, Alarm. ======OPTION PACKAGES: ENGINE, DURAMAX 6.6L TURBO-DIESEL V8, B20-DIESEL COMPATIBLE (470 hp [350.5 kW] @ 2800 rpm, 975 lb-ft of torque [1322 Nm] @ 1600 rpm) (Includes (K05) engine block heater.), LPO, 20 MACHINED ALUMINUM BOLT PATTERN WITH HIGH GLOSS BLACK ACCENTS LPO wheels will come with 4 aluminum 20 Transit Wheels from the factory with alignment specs set to 20 LPO wheel selected (dealer-installed) (Beginning with production starting on August 1, 2023, certain vehicles will no longer come with Black wheel lugs and locks and will instead come with bright finish lugs and locks. TECHNOLOGY PACKAGE includes (DRZ) Rear Camera Mirror and (UV6) Multicolor 15 Diagonal Head-Up Display (Includes (KSG) Adaptive Cruise Control. LPO, HARD-FOLDING TONNEAU COVER, BY REV (dealer-installed), LPO, GMC PROTECTION PACKAGE includes (RIA) all-weather floor liner, LPO and (VQK) front and rear Black molded splash guards, LPO, (dealer-installed), AUDIO SYSTEM, 13.4 DIAGONAL PREMIUM GMC INFOTAINMENT SYSTEM with Google built in apps such as navigation and voice assistance, includes color touch-screen, multi-touch display, AM/FM stereo, Bluetooth® streaming audio for music and most phones; featuring wireless Android Auto® and Apple CarPlay® capability for compatible phones. (STD), TRANSMISSION, ALLISON 10-SPEED AUTOMATIC. ======WHO WE ARE: Chevrolet GMC of Fairbanks sells new Plus tax, title and license. Prices include $200 dealer doc fee. See dealer for Stock Numbers. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    The prices shown above may vary from region to region as new vehicle incentives may depend on buyer's residence.",Sierra 3500,Pickup Truck,New,2024,102287.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17974,32V DDI OHV Turbo Diesel,8,Diesel,4.0,10-Speed Automatic,Four-wheel Drive,Denali,4,Summit White,Jet Black
Hyundai Kona N Line,"Boasts 29 Highway MPG and 24 City MPG! This Hyundai Kona boasts a Intercooled Turbo Regular Unleaded I-4 1.6 L/98 engine powering this Automatic transmission. OPTION GROUP 01 -inc: standard equipment, CARPETED FLOOR MATS, BLACK, N-LINE ALCANTARA SPORT COMBINATION SEAT TRIM. This Hyundai Kona Features the Following Options ABYSS BLACK PEARL, Wheels: 19 x 7.5J Metallic Alloy, Voice Activated Dual Zone Front Automatic Air Conditioning, Variable Intermittent Wipers, Valet Function, Trip Computer, Transmission: 8-Speed Automatic -inc: paddle shifters and drive mode select (normal, sport, snow), Tires: 235/45R19 All-Season, Tire Pressure Monitoring System Tire Specific Low Tire Pressure Warning, Tailgate/Rear Door Lock Included w/Power Door Locks. Stop By Today Test drive this must-see, must-drive, must-own beauty today at Philpott Hyundai, 2289 Hwy 69 N, Nederland, TX 77627.",Kona,SUV,New,2024,33491.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17979,16V GDI DOHC Turbo,4,Gasoline,12.0,8-Speed Automatic,All-wheel Drive,N Line,4,Abyss Black Pearl,Black
Toyota RAV4 Prime XSE,"This Toyota won't be on the lot long! Pure practicality in a stylish package. Top features include cruise control, a built-in garage door transmitter, front fog lights, and remote keyless entry. Under the hood you'll find a 4 cylinder engine with more than 170 horsepower, and for added security, dynamic Stability Control supplements the drivetrain. Our knowledgeable sales staff is available to answer any questions that you might have. They'll work with you to find the right vehicle at a price you can afford. We are here to help you.
      
    Phil Alderman has been serving Vermont for over 38 years. His commitment to excellence has earned him Time Magazine's Quality Dealer Award as well as the Toyota President's Award Eleven years in a row. We are the only dealership in New England to have achieved this level of excellence in customer satisfaction across all departments. Call us to schedule a test drive today!",RAV4 Prime,SUV,New,2024,50209.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17983,16V PDI DOHC Hybrid,4,Hybrid,0.0,Automatic CVT,All-wheel Drive,XSE,4,Silver Sky Metallic,Black
Jeep Grand Cherokee L Overland,"Baltic Gray Metallic Clearcoat 2024 Jeep Grand Cherokee L Overland 4WD 8-Speed Automatic 3.6L V6 24V VVT HUGE PRICE DROP, VISION CJDR.Do not forget with EVERY VEHICLE purchased at any of the 10 Vision locations you will receive -LIFETIME FREE INSPECTIONS YOU AND THE FAMILY -DISCOUNT COUPONS FOR SERVICE AND ACCESSORIES GOOD UP TO $250 ''THE FOLLOWING NO CHARGE ITEMS HAVE ALREADY BEEN ADDED TO THIS VEHICLE FOR THE PROTECTION OF THE DEALERSHIP AGAINST ENVIRONMENTAL DAMAGES AND THEFT. THESE PRODUCTS ARE AVAILABLE TO HAVE A WARRANTY ADDED UP TO 6 YEARS FROM PURCHASE) -LOJACK SYSTEM INSTALLED (NOT ACTIVE UNTIL PLAN PURCHASED) -RUSTPROOFING -INTERIOR PROTECTION PACKAGE APPLIED -PAINT PROTECTION- PROTECTING THE POUROUS SURFACE OF YOUR VEHICLE FROM ENVIRONMENTAL DAMAGES STOP INTO ANY OF OUR LOCATIONS TODAY WE LOOK FORWARD TO SERVING YOU, YOUR FAMILY, AND THE COMMUNITY! Price includes: $2000 - 2024 JEEP Retail Bonus Cash 24CRA1. Exp. 01/02/2025",Grand Cherokee L,SUV,New,2024,67105.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,"ar 3.6L V-6 DOHC, VVT variable valve control, regular unl",6,Gasoline,3.0,Automatic,Four-wheel Drive,Overland,4,Baltic Gray Metallic Clearcoat,Global Black
Kia Sportage EX,"Number one Kia Dealer in all of North CarolinaOur customers' health and safety are our top priorities. Here at Coastal Kia, we are taking the necessary preventative measures to ensure that you and your family stay safe if you need to purchase a vehicle or bring in your current vehicle for service during this time. Currently, our dealership is open for business. Visit our website for more details!",Sportage,SUV,New,2024,30740.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797d,16V PDI DOHC,4,Gasoline,1.0,8-Speed Automatic,Front-wheel Drive,EX,4,Black,Black
GMC Sierra 2500 Pro,"Vehicle Details: Looking for a powerful and reliable truck for all your heavy-duty needs? Look no further than this 2024 GMC Sierra 2500 Pro with rear-wheel drive and a V8, 6.6L engine. This truck is designed to handle any task with ease, from towing to hauling, you can count on this Sierra to get the job done. Stay connected on the go with Hands-Free Bluetooth, Android Auto, and Apple CarPlay, allowing you to safely make calls, listen to music, and navigate your way to your destination without taking your hands off the wheel. Plus, with Lane Departure Warning, you'll have an extra layer of safety to help keep you on track during long drives. Don't miss out on this incredible opportunity to own a top-of-the-line truck that offers both power and convenience. Visit our dealership today to take a test drive and experience the impressive capabilities of the 2024 GMC Sierra 2500 Pro for yourself. Equipment: It's Lane Departure Warning keeps you safe by alerting you when you drift from your lane. This unit comes equipped with Android Auto for seamless smartphone integration on the road. This vehicle features a hands-free Bluetooth phone system. The GMC Sierra offers Apple CarPlay for seamless connectivity. Keep safely connected while in it with OnStar. You may enjoy services like Automatic Crash Response, Navigation, Roadside Assistance and Hands-Free Calling. Maintaining a stable interior temperature in it is easy with the climate control system. Greater towing safety becomes standard with the installed trailer brake. Quickly unlock the vehicle with keyless entry. This GMC Sierra shines with clean polished lines coated with an elegant white finish. This GMC Sierra has a V8, 6.6L high output engine. This unit is rear wheel drive. This 2024 GMC Sierra 2500 is equipped with a gasoline engine. This vehicle has an automatic transmission. This 2024 GMC Sierra 2500 features cruise control for long trips. Packages: Convenience Package: LED Cargo Area Lighting; EZ Lift Power Lock and Release Tailgate; Deep-Tinted Glass; Electric Rear-Window Defogger; Steering Wheel-Mounted Cruise Control. Preferred Equipment Group 1SA: OnStar and GMC Connected Services Capable; Remote Keyless Entry; Sierra HD Pro Safety; Wireless Phone Projection; Solar Absorbing Tinted Glass; 6.6L V8 with Direct Injection and Variable Valve Timing Engine; Push Button Start; Chrome Grille with Flat Black Grille Insert Bars; 2 Charge/data USB Ports. Power-Adjustable Black Outside Mirrors. 6 Rectangular Black Tubular Assist Steps. Integrated Trailer Brake Controller. Steering Wheel-Mounted Cruise Control. Electric Rear-Window Defogger. 120-Volt Instrument Panel Power Outlet. Deep-Tinted Glass.",Sierra 2500,Pickup Truck,New,2024,47763.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17974,16V GDI OHV,8,Gasoline,0.0,10-Speed Automatic,Rear-wheel Drive,Pro,2,Summit White,Jet Black
Jeep Wagoneer Series III,"Wagoneer Series III, 4WD, Bright White Clearcoat, Global Black w/Leather Trimmed Bucket Seats, 19 Speaker McIntosh Audio System, 3 Panel Sunroof, 3.92 Rear Axle Ratio, Adjustable Roof Rail Crossbars, Cargo Cover, Chrome Tow Hooks, Electronic Rear Limited Slip Differential, HD Trailer Tow Package, Heavy-Duty Engine Cooling, Locking In-Vehicle Safe, Luxury Front & Rear Floor Mats, Power Deployable Running Boards, Premium Group I, Removable Rear Tow Hook, Reversible Carpet/Vinyl Cargo Mat, Selec-Speed Control, Trailer Brake Control, Trailer Hitch Zoom, Wheels: 22 x 9.0 Premium 3 Aluminum. Bright White Clearcoat 2024 Jeep Wagoneer Series III 4WD 8-Speed Automatic 3.0L I6 Bud's is a family owned dealership that will deal with integrity and humilty, to be honest, and to have passionate experts ready to assist with your next automotive purchase! Contact us for details on factory incentives such as rebates, low APR alternatives and lease programs!",Wagoneer,SUV,New,2024,89595.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,24V GDI DOHC Twin Turbo,6,Gasoline,1.0,8-Speed Automatic,Four-wheel Drive,Series III,4,Bright White Clearcoat,Global Black
Dodge Hornet Hornet R/T Eawd,"Come see how our family can make the difference in your families next car buying experience !!! For these low prices, Please Contact Dave Or you can always view our entire inventory at   www.fresnochrysler.com",Hornet,SUV,New,2024,43524.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17975,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,All-wheel Drive,Hornet R/T Eawd,4,8 Ball,Black
